Date,Time,Match,Stars,Odds,HTHG,HTAG,FTHG,FTAG
28/03/2021,14:00,Lugo - Sabadell,2,2.85,0,1,0,1
28/03/2021,16:00,Covilha - Casa Pia,1,2.96,0,0,0,0
28/03/2021,17:30,Pro Sesto - Piacenza,3,2.59,0,0,1,3
28/03/2021,20:45,Israel - Scotland,1,3.25,1,0,1,1
29/03/2021,00:00,San Martin T. - CA Mitre,2,2.92,0,0,1,1
29/03/2021,15:00,Pro Patria - Juventus U23,2,3.18,1,0,1,0
29/03/2021,18:00,Mafra - FC Porto B,1,3.3,0,3,0,4
29/03/2021,20:30,Dep. Riestra - Alvarado,2,2.7,1,0,1,0
29/03/2021,23:15,Montevideo City - Plaza Colonia,3,3.14,1,0,2,0
30/03/2021,18:00,H. Ironi Rishon - Hapoel Iksal Imad,3,2.52,1,1,2,1
30/03/2021,20:00,Villefranche - Red Star,2,2.8,1,1,2,2
30/03/2021,21:30,Rayo Vallecano - Gijon,1,2.95,0,1,0,1
31/03/2021,15:00,Metlaoui - Stade Tunisien,2,2.6,1,0,1,0
31/03/2021,17:00,Espanyol B - Olot,1,2.8,1,1,2,1
31/03/2021,19:00,Albacete - Castellon,2,2.88,0,0,0,1
31/03/2021,23:30,Aguilas -Once Caldas,3,2.87,1,1,2,2
01/04/2021,14:00,"Aluminium Arak - Foolad 
",2,2.8,0,0,0,0
01/04/2021,21:00,Las Palmas - Lugo,3,3.2,3,1,6,1
02/04/2021,03:05,La Equidad - Dep. Cali,2,2.9,0,1,2,5
02/04/2021,15:00,Cosenza - Ascoli,3,2.97,1,1,2,1
02/04/2021,17:00,Wadi Degla - El-Entag El-Harby,2,2.81,0,0,0,0
02/04/2021,19:00,L.R. Vicenza - Cittadella,3,3.02,1,0,1,0
02/04/2021,21:00,Levante - Huesca,1,3.48,0,1,0,2
03/04/2021,14:00,Granada CF - Villarreal,2,3.52,0,2,0,3
03/04/2021,16:00,Girona - Ponferradina,2,3.23,1,0,3,1
03/04/2021,18:30,Osasuna - Getafe,3,2.81,0,0,0,0
03/04/2021,20:00,Sochaux - Paris FC,1,3,0,1,1,2
03/04/2021,21:30,"Ath Bilbao - Real Sociedad 
",1,2.97,0,0,0,1
04/04/2021,12:00,Prat - Pena Deportiva,2,2.7,0,0,1,2
04/04/2021,14:00,Alaves - Celta Vigo,3,3.27,0,3,1,3
04/04/2021,16:00,Servette - Lugano,1,3.53,0,0,1,1
04/04/2021,18:15,Lugo - Malaga,2,2.77,0,0,0,1
04/04/2021,20:00,Marbella - El Ejido,1,2.86,0,0,1,0
04/04/2021,22:00,"Gimnasia Jujuy - Deportivo Moron 
",3,2.73,1,0,2,0
05/04/2021,00:40,Chico - Dep. Pasto,2,2.89,0,0,0,0
05/04/2021,15:00,"Cosenza - Cremonese 
",2,3.19,0,1,0,1
05/04/2021,17:00,MS Ironi Kuseife - Ashkelon,3,2.84,1,1,2,2
05/04/2021,19:00,Cartagena - Alcorcon,2,2.66,2,0,2,1
05/04/2021,21:00,Salernitana - Frosinone,2,2.93,0,0,1,0
06/04/2021,03:00,Once Caldas - Jaguares de Cordoba,1,3.39,1,0,1,2
06/04/2021,17:00,Aswan SC - Enppi,3,2.79,0,0,1,0
06/04/2021,20:00,Casa Pia - Chaves,2,3,0,2,1,2
06/04/2021,22:10,Talleres (R.E) - Canuelas,1,2.71,0,0,3,0
07/04/2021,01:00,Pereira - Ind. Medellin,2,2.78,1,0,1,0
07/04/2021,15:00,Sambenedettese - Triestina,3,2.77,0,0,1,0
07/04/2021,19:00,Wadi Degla - National Bank Egypt,3,2.43,1,1,4,2
07/04/2021,21:00,FC Porto - Chelsea,1,3.57,0,1,0,2
07/04/2021,15:00,"El Gouna - El Gaish 
",3,2.76,0,2,0,4
08/04/2021,15:00,Denizlispor - Kasimpasa,1,3.36,0,0,1,1
08/04/2021,21:00,Tigres - Llaneros,2,2.81,0,1,1,1
09/04/2021,02:30,Vila Nova FC - Juventude,1,2.89,0,0,1,1
09/04/2021,15:00,MS Kafr Qasim - Hapoel Kfar Shalem,2,3.23,0,0,0,1
09/04/2021,19:30,FC Arges - Chindia Targoviste,2,2.69,0,1,3,1
09/04/2021,21:00,Huesca - Elche,3,3.17,2,1,3,1
09/04/2021,22:30,Atletico F.C. - Orsomarso,3,2.98,0,0,0,0
10/04/2021,07:00,Gangwon - Daegu,1,3.14,1,0,3,0
10/04/2021,14:00,Ponferradina - Fuenlabrada,3,2.9,0,0,0,0
10/04/2021,16:00,Salford - Stevenage,2,3.09,0,0,2,1
10/04/2021,18:30,Eibar - Levante,1,3.42,0,1,0,1
10/04/2021,20:30,Villa Dalmine - San Martin S.J.,3,2.8,1,1,1,1
11/04/2021,11:30,SevillaB - Tamaraceite,2,3,0,0,0,0
11/04/2021,15:00,Reggina - Vicenza,3,3,2,0,3,0
11/04/2021,18:15,Sabadell - Cartagena,2,3,1,0,1,1
11/04/2021,21:30,Santamarina - Rafaela,3,3,0,0,0,0
12/04/2021,00:40,Pasto - Junior,1,3,0,0,0,0
12/04/2021,15:00,Kasimpasa - Yeni Malatyaspor,1,3.47,0,0,0,0
12/04/2021,18:00,H. Raanana - H. Akko,2,2.92,3,0,4,2
12/04/2021,21:00,Alcorcon - Castellon,2,3.02,1,1,2,1
13/04/2021,00:00,Huracan - Sarmiento Junin,3,3.24,1,0,3,0
13/04/2021,16:00,"Cremonese - Empoli 

",1,3.26,1,1,2,2
13/04/2021,20:00,Boulogne - Sete,2,3.13,1,0,3,0
13/04/2021,21:30,Mafra - Casa Pia,2,2.86,0,2,0,4
14/04/2021,03:00,Patriotas - Once Caldas,1,3.02,1,1,1,1
14/04/2021,17:00,San Fernando - Linares,2,2.81,0,0,0,1
14/04/2021,20:30,Claypole - General Lamadrid,1,2.92,1,0,1,1
14/04/2021,22:30,Llaneros - Cartagena,1,3.76,0,0,0,0
15/04/2021,15:00,Baroka - Kaizer Chiefs,3,2.67,0,0,1,1
15/04/2021,18:00,Bursaspor - Bandirmaspor,1,3.66,0,1,2,1
15/04/2021,21:00,Slavia Prague - Arsenal,2,3.81,0,3,0,4
16/04/2021,02:40,Dep. Pasto - Bucaramanga,1,3.55,1,0,1,1
16/04/2021,15:00,Hapoel Afula - M. Nazareth,3,2.65,2,0,5,0
16/04/2021,19:00,Fuenlabrada - Sabadell,2,3.21,0,1,2,2
16/04/2021,21:30,El Gouna - Enppi,3,2.55,0,0,1,0
17/04/2021,02:40,Petrolera - Envigado,1,3.54,0,0,1,1
17/04/2021,12:30,Denizlispor - Erzurum BB,1,3.23,0,1,2,3
17/04/2021,14:00,Salernitana - Venezia,3,3.07,0,1,2,1
17/04/2021,16:00,Cittadella - Chievo,3,2.97,0,0,1,0
17/04/2021,18:15,Gijon - R. Oviedo,2,2.73,0,1,0,1
17/04/2021,20:00,Red Star - Cholet,2,3.61,2,0,3,0
17/04/2021,21:30,Ath Bilbao - Barcelona,1,4.18,0,0,0,4
18/04/2021,14:00,Osasuna - Elche,2,3.21,1,0,2,0
18/04/2021,16:15,Alaves - Huesca,3,3.03,0,0,1,0
18/04/2021,18:00,Oliveirense - Mafra,2,2.97,0,0,0,0
18/04/2021,20:00,Atl. Rafaela - Almagro,1,2.96,0,1,4,1
18/04/2021,22:30,Once Caldas - Ind. Medellin,3,3.52,0,0,2,0
19/04/2021,15:00,Bandirmaspor - Boluspor,1,3.58,1,2,2,3
19/04/2021,18:30,Lamia - AEL Larissa,2,2.77,0,0,0,0
19/04/2021,20:30,Victoriano A. - Claypole,1,2.65,0,0,0,1
20/04/2021,15:00,Rizespor - Konyaspor,1,3.05,2,2,5,3
20/04/2021,18:00,Boulogne - Laval,2,2.93,0,0,1,0
20/04/2021,20:00,Grenoble - Sochaux,2,2.97,1,0,2,0
21/04/2021,17:00,Supersport Utd - Golden Arrows,3,2.73,0,1,0,1
21/04/2021,19:00,Mirandes - Tenerife,1,2.87,0,0,0,0
21/04/2021,21:00,"Elche - Valladolid 
",2,3,1,0,1,1
22/04/2021,18:30,Naft M.I.S - Mes Rafsanjan,3,2.35,0,0,1,0
22/04/2021,20:45,Napoli - Lazio,1,3.76,2,0,5,2
23/04/2021,02:40,Barranquilla - Tigres,2,2.86,1,0,3,0
23/04/2021,15:00,Nes Tziona - Nof Hagalil,2,2.91,0,1,0,2
23/04/2021,18:00,Avranches - Bourg en Bresse,2,2.58,0,0,1,0
23/04/2021,21:00,Arsenal - Everton,1,3.61,0,0,0,1
23/04/2021,23:00,Cortulua - Huila,2,3.11,2,0,3,1
24/04/2021,16:00,Logrones - Cartagena,3,2.76,0,0,0,1
24/04/2021,18:00,Langreo - Ferrol,1,2.7,1,1,2,3
24/04/2021,20:00,Rodez - Le Havre,2,2.83,1,0,1,1
24/04/2021,21:30,Mafra - Covilha,2,2.78,2,2,2,2
25/04/2021,02:30,Fortaleza - Leones,1,2.86,1,0,3,1
25/04/2021,12:00,Tudelano - Amorebieta,2,2.92,0,0,1,2
25/04/2021,14:00,Huesca - Getafe,2,2.93,0,1,0,2
25/04/2021,16:00,Boavista - Maritimo,1,3.24,0,0,0,1
25/04/2021,18:00,Orihuela - Prat,2,2.74,0,0,0,0
25/04/2021,20:30,Fermana - Virtus Verona,2,2.64,0,0,0,1
26/04/2021,18:00,Hapoel Kfar Shalem - H. Akko,2,2.81,0,0,0,0
26/04/2021,21:00,Sabadell - Mallorca,1,3.33,1,0,1,0
26/04/2021,23:00,Estudiantes Rio Cuarto - CA Mitre,2,2.83,1,1,2,1
27/04/2021,15:00,Stellenbosch - Maritzburg Utd,3,2.66,0,0,0,1
27/04/2021,18:00,FC Arges - UTA Arad,2,3.05,2,1,4,1
27/04/2021,20:00,Creteil - Boulogne,2,3.01,1,0,1,1
28/04/2021,15:00,Kaizer Chiefs - Chippa Utd.,1,3.03,0,0,0,1
28/04/2021,18:00,Orleans - Villefranche,2,3.06,0,1,1,3
29/04/2021,02:40,Leones - Huila,2,3.07,0,1,1,1
29/04/2021,15:00,"Erzurum BB - Basaksehir 
",2,3.28,1,0,1,2
29/04/2021,21:00,Villarreal - Arsenal,1,3.31,2,0,2,1
29/04/2021,22:40,Operario - Londrina,1,2.64,1,0,1,0
30/04/2021,12:30,Seoul - Seongnam,2,2.9,1,1,2,2
30/04/2021,15:00,Hapoel Umm al-Fahm - H. Akko,1,3.04,0,0,0,1
30/04/2021,18:00,Bourg en Bresse - Stade Briochin,3,2.65,1,0,1,0
30/04/2021,21:00,Lugo - Zaragoza,1,2.94,1,0,2,2
01/05/2021,14:00,Cosenza - Pescara,3,3.04,3,0,3,0
01/05/2021,16:00,Valencia B - Espanyol B,1,2.94,0,0,0,0
01/05/2021,18:30,Huesca - Real Sociedad,2,3.3,0,0,1,0
01/05/2021,20:00,Niort - Rodez,2,2.92,1,1,1,1
02/05/2021,11:30,Cadiz CF B - Murcia,1,2.91,0,1,0,1
02/05/2021,14:00,"Valladolid - Betis 

",2,3.35,0,0,1,1
02/05/2021,19:10,"Almirante Brown - Belgrano 
",3,2.96,1,0,1,0
02/05/2021,23:40,Aldosivi - Argentinos Jrs,2,3.07,1,1,1,3
03/05/2021,17:30,"Vilafranquense - Varzim 
",3,2.8,0,2,1,3
03/05/2021,20:30,Midland - Claypole,2,2.8,0,0,1,1
04/05/2021,00:30,Alvarado - Agropecuario,2,2.75,2,0,2,0
04/05/2021,14:00,Spal - Frosinone,2,3,0,0,0,1
04/05/2021,18:30,GAIS - Osters,1,3.1,0,0,3,2
04/05/2021,20:10,Villa Dalmine - Def. de Belgrano,2,3,0,0,0,0
05/05/2021,06:30,Daejeon - Jeonnam,2,3.17,1,0,1,1
05/05/2021,11:30,Atl. Madrid B - Melilla,2,2.78,0,0,0,2
05/05/2021,21:00,Chelsea - Real Madrid,1,3.34,1,0,2,0
06/05/2021,18:30,Hertha Berlin - Freiburg,1,3.28,2,0,3,0
06/05/2021,22:15,Valledupar - Quindio,2,2.78,0,1,0,1
07/05/2021,02:00,Junior (Col) - Fluminense (Gr2),2,3.19,1,1,1,1
07/05/2021,14:00,Frosinone - L.R. Vicenza,2,3.04,0,0,1,1
07/05/2021,18:00,Gloria Buzau - Concordia,1,3.32,0,1,0,3
07/05/2021,20:30,General Lamadrid - Atlas,3,2.79,1,0,1,0
08/05/2021,13:00,Landskrona - AFC Eskilstuna,2,3.05,0,0,1,0
08/05/2021,16:15,Barcelona - Atl. Madrid,1,3.94,0,0,0,0
08/05/2021,18:00,Godoy Cruz - Banfield,2,3.95,0,0,0,1
08/05/2021,20:00,Rodez - Nancy,3,3.15,0,0,1,1
09/05/2021,09:00,Gyeongnam - Jeonnam,1,3.12,0,0,0,2
09/05/2021,12:00,Murcia - Tamaraceite,2,2.88,1,1,2,1
09/05/2021,14:00,Mirandes - Fuenlabrada,2,2.86,1,1,2,1
09/05/2021,20:30,Claypole - Club Lujan,2,2.88,0,0,0,0
09/05/2021,23:00,Colon Santa FE - Union de Santa Fe,2,3.32,1,0,1,1
10/05/2021,14:00,Reggina - Frosinone,1,3.19,0,2,0,4
10/05/2021,19:00,Rayo Vallecano - Leganes,2,2.81,0,1,1,1
10/05/2021,20:30,Berazategui - Excursionistas,3,3.31,0,0,0,1
10/05/2021,22:10,Def. de Belgrano - San Telmo,2,3.1,0,0,0,0
11/05/2021,17:00,Santa Clara - Rio Ave,1,3.29,0,0,1,0
11/05/2021,20:00,Elche - Alaves,2,2.87,0,1,0,2
12/05/2021,01:00,"CSA - CSE 
",1,2.61,1,0,3,0
12/05/2021,15:00,Bloem Celtic - Cape Town City,3,2.81,0,0,0,0
12/05/2021,18:00,Espanyol B - Pena Deportiva,2,2.8,0,0,0,0
12/05/2021,20:00,Portuguesa Santista - Sao Bernardo,2,3.1,0,1,0,1
13/05/2021,18:00,Cittadella - Brescia,1,3.23,1,0,1,0
13/05/2021,20:00,Eibar - Betis,2,3.27,0,1,1,1
14/05/2021,02:00,Ponte Preta - Botafogo SP,1,3.83,0,0,0,0
14/05/2021,15:45,Aluminium Arak - Shahr Khodrou,2,2.23,0,0,1,0
14/05/2021,19:00,Ghazl El Mahallah - El Masry,2,2.74,1,1,1,2
14/05/2021,21:30,Leiria - Torreense,1,3.3,1,0,1,1
15/05/2021,13:00,Akropolis - Orgryte,1,3.4,0,0,0,1
15/05/2021,16:00,Castellon - Ponferradina,2,3.2,0,1,0,2
15/05/2021,18:00,Valencia B - Prat,3,2.97,1,1,1,2
15/05/2021,20:30,"Deportivo Espanol - Claypole 
",3,2.56,0,0,1,0
16/05/2021,12:00,Pena Deportiva - Espanyol B,1,3.04,1,0,1,3
16/05/2021,14:00,Sabadell - Tenerife,1,2.81,0,1,0,2
16/05/2021,17:00,Villa Dalmine - Almagro,3,2.54,0,1,0,1
16/05/2021,20:00,Club Lujan - Real Pilar,2,2.81,0,0,0,0
17/05/2021,00:30,Cerrito - River Plate,1,3.33,0,0,3,1
17/05/2021,12:30,Jeonnam - Ansan Greeners,1,2.98,1,0,2,0
17/05/2021,18:30,Cittadella - Monza,2,2.82,2,0,3,0
17/05/2021,20:10,Def. de Belgrano - All Boys,3,2.8,0,0,0,0
17/05/2021,22:10,Newells Old Boys - Sarmiento Junin,1,2.99,0,1,0,1
18/05/2021,15:00,Swallows - Stellenbosch,2,2.82,0,0,0,0
18/05/2021,18:30,GAIS - Trelleborgs,1,3.33,2,3,2,3
18/05/2021,20:15,Difaa El Jadidi - Moghreb Tetouan,2,2.83,1,0,2,2
19/05/2021,02:30,Talleres Cordoba (Cop) - Bragantino (Grd),1,3.13,0,1,0,1
19/05/2021,12:00,Jeonbuk - Ulsan Hyundai,1,3.18,2,2,2,4
19/05/2021,15:45,Pena Deportiva - Prat,3,2.81,1,0,1,1
19/05/2021,19:00,Villefranche - Niort,2,2.94,0,1,3,1
19/05/2021,21:00,Aswan SC - Misr Lel Makkasa,3,2.85,0,1,2,4
20/05/2021,19:00,El Gouna - Ghazl El Mahallah,2,2.8,0,0,0,0
20/05/2021,20:15,Mouloudia Oujda - Raja Casablanca,2,2.84,0,1,0,2
21/05/2021,00:15,Novorizontino - Ponte Preta,1,3.12,1,0,2,0
21/05/2021,19:00,Smouha - El-Entag El-Harby,2,3.21,1,0,4,2
21/05/2021,20:30,Leandro N. Alem - Berazategui,2,2.98,0,1,2,1
21/05/2021,22:10,Quilmes - CA Mitre,1,3.28,1,0,2,1
22/05/2021,07:00,Jeju Utd - Seongnam,1,3.05,2,2,2,2
22/05/2021,18:00,Maghreb Fez - Difaa El Jadidi,1,3.01,0,2,1,3
22/05/2021,20:15,Rapide Oued Zem - Chabab Mohammedia,2,2.59,3,0,3,2
22/05/2021,21:45,CRB - CSA,3,2.83,0,1,1,1
23/05/2021,07:00,Tochigi - Yamaga,1,2.85,1,0,3,0
23/05/2021,12:00,Gangwon - Seoul,2,3.2,0,0,0,0
23/05/2021,15:30,Regensburg - St. Pauli,1,3.55,2,0,3,0
23/05/2021,18:00,Sport Huancayo - Sport Boys,1,3.41,0,0,0,1
23/05/2021,21:15,Cittadella - Venezia,2,3.05,0,0,0,1
24/05/2021,18:30,Trelleborgs - Vasteras SK,1,3.29,0,0,0,1
24/05/2021,21:00,Girona - Alcorcon,1,2.98,0,0,1,0
25/05/2021,01:00,Sao Bernardo - Oeste,3,2.69,0,0,1,1
25/05/2021,18:45,MS Kafr Qasim - Hapoel Umm al-Fahm,2,3.89,1,1,1,2
25/05/2021,21:00,Al Ittihad - El Gouna,2,2.94,0,1,0,1
25/05/2021,22:30,Olympique de Safi - Hassania Agadir,1,2.63,1,0,1,0
26/05/2021,15:00,Black Leopards - Kaizer Chiefs,1,3.11,1,1,2,1
26/05/2021,19:00,Altinordu - Altay,2,3.37,0,0,0,1
26/05/2021,22:45,Arouca - Rio Ave,1,2.93,1,0,3,0
27/05/2021,12:00,Sagamihara - Ehime,1,3.11,0,1,0,1
27/05/2021,19:30,Chindia Targoviste - Viitorul Constanta,2,2.83,1,1,2,3
27/05/2021,22:30,Chabab Mohammedia - Raja Casablanca,2,3.03,1,0,1,2
28/05/2021,17:00,Misr Lel Makkasa - Ghazl El Mahallah,1,2.8,0,0,1,0
28/05/2021,21:00,Brasil de Pelotas - Londrina,3,2.86,0,0,0,0
29/05/2021,02:30,Vila Nova FC - Botafogo RJ,1,2.95,0,0,1,1
29/05/2021,12:00,Seongnam - Suwon City,1,3.08,0,2,2,3
29/05/2021,15:00,AFC Eskilstuna - Trelleborgs,2,3.28,3,1,3,2
29/05/2021,18:30,Tenerife - R. Oviedo,1,3.19,0,1,2,2
29/05/2021,22:00,Criciuma - Ituano,2,3.15,0,0,1,0
30/05/2021,11:30,Gimcheon Sangmu - Jeonnam,1,3.03,0,0,1,1
30/05/2021,16:00,Brusque - Ponte Preta,2,3.02,1,0,2,1
30/05/2021,18:30,Albacete - Fuenlabrada,2,3.39,0,1,1,2
30/05/2021,21:00,Ceara - Gremio,1,3.23,2,1,3,2
31/05/2021,19:00,Maccabi Jaffa - Hapoel Umm al-Fahm,1,2.83,0,1,0,1
31/05/2021,21:30,Antofagasta - Huachipato,1,3.7,1,0,1,0
01/06/2021,00:00,Independiente-Colon,2,3,0,1,0,2
01/06/2021,21:30,"Vila Nova FC - Bahia 

",2,3.15,0,0,0,1
02/06/2021,00:00,Operario - Guarani,1,3.02,1,3,2,5
02/06/2021,17:00,Stellenbosch - TS Galaxy,3,2.81,0,0,0,0
02/06/2021,21:00,Girona - Almeria,3,3,2,0,3,0
03/06/2021,00:00,Fortaleza - Ceara,1,2.8,0,1,1,1
03/06/2021,10:00,Xinjiang Tianshan - Sichuan Jiuniu,1,2.95,0,0,0,5
03/06/2021,18:00,Rapide Oued Zem - Raja Casablanca,2,3.71,0,0,0,2
03/06/2021,21:00,Rayo Vallecano - Leganes,2,2.79,0,0,3,0
04/06/2021,00:00,Avai - Athletico-PR,2,2.95,0,1,1,1
04/06/2021,18:00,Latvia - Lithuania,1,3.02,1,0,3,1
04/06/2021,22:30,Goias - Confianca,1,3.06,1,0,2,0
05/06/2021,00:00,Colon Santa FE - Racing Club,2,3,0,0,3,0
05/06/2021,07:00,Jeonnam - Seoul E.,2,2.95,1,0,3,0
05/06/2021,11:00,Brage - AFC Eskilstuna,1,3.45,0,0,1,0
05/06/2021,13:00,Swallows - Baroka,3,2.81,0,1,1,1
05/06/2021,19:00,Figueirense - Oeste,2,2.87,1,0,1,0
06/06/2021,00:00,Botafogo RJ - Coritiba,2,2.96,0,0,2,0
06/06/2021,05:00,Chiba - Montedio Yamagata,3,3.2,0,0,1,1
06/06/2021,09:30,Gimcheon Sangmu - Ansan Greeners,1,3.17,2,0,3,0
06/06/2021,15:30,AlbinoLeffe - Alessandria,2,2.8,0,0,1,2
06/06/2021,19:00,Ponte Preta - Vasco,3,2.95,0,0,1,1
06/06/2021,21:00,EC Sao Jose - Criciuma,2,2.96,0,0,0,0
07/06/2021,19:00,Central Norte - Defensores Belgrano VR,3,3.06,0,0,1,0
08/06/2021,01:00,Vitoria - Nautico,3,2.95,0,0,0,1
08/06/2021,11:00,Medea U21 - MC Alger U21,1,3.24,1,4,1,6
08/06/2021,20:00,"Crucero del Norte - Union Sunchales 
",3,3.05,0,1,0,2
09/06/2021,01:00,Colombia - Argentina,2,3.02,0,2,2,2
09/06/2021,12:00,Tochigi - Machida,2,2.89,2,0,2,0
09/06/2021,17:30,Avellino - Padova,1,2.9,0,1,0,1
09/06/2021,20:00,Tristan Suarez - Guillermo Brown,3,3.22,1,0,1,0
10/06/2021,18:00,Paradou - ES Setif,2,2.94,0,2,0,3
10/06/2021,20:00,Santamarina - Def. de Belgrano,3,2.67,0,0,0,2
10/06/2021,23:00,Estudiantes Rio Cuarto - Almirante Brown,2,3.02,0,0,0,0
11/06/2021,02:30,Ceara - Fortaleza,2,2.92,0,2,0,3
11/06/2021,20:30,Almagro - San Telmo,1,2.97,1,0,1,0
12/06/2021,00:00,Sampaio Correa - Ponte Preta,3,2.96,0,0,1,0
12/06/2021,09:00,Anyang - Seoul E.,1,3.17,0,0,0,0
12/06/2021,13:00,Vasteras SK - Osters,2,3.35,0,0,0,0
12/06/2021,15:00,Wales - Switzerland,2,3.26,0,0,1,1
12/06/2021,20:00,EC Sao Jose - Ituano,1,2.97,0,0,0,0
13/06/2021,00:00,Brasil de Pelotas - Vasco,3,2.93,1,0,1,2
13/06/2021,11:30,Gyeongnam - Gimcheon Sangmu,2,2.97,0,0,1,2
13/06/2021,16:00,Criciuma - Ypiranga FC,2,2.96,2,0,2,1
13/06/2021,17:30,Maldonado - Cerro Largo,1,3.24,1,1,2,1
13/06/2021,21:00,Rayo Vallecano - Girona,2,3.04,1,1,1,2
14/06/2021,20:00,Villa Espanola - Boston River,3,3.01,1,1,2,2
14/06/2021,23:00,Atletico F.C. - Quindio,1,3.87,0,0,0,1
15/06/2021,02:00,La Equidad - Deportes Tolima,2,2.81,0,1,1,2
15/06/2021,19:00,El-Entag El-Harby - El Gaish,3,2.95,0,2,1,2
15/06/2021,21:00,France - Germany,1,3.35,1,0,1,0
16/06/2021,02:30,Confianca - Brasil de Pelotas,2,2.98,1,1,1,1
16/06/2021,12:00,Asan - Seoul E.,2,3.1,0,0,0,0
16/06/2021,18:00,Turkey - Wales,1,3.12,0,1,0,2
16/06/2021,21:00,Remo - Vitoria,3,3.09,0,0,0,0
16/06/2021,23:00,Cortulua - Leones,1,2.91,3,0,3,0
17/06/2021,01:30,Corinthians - Bragantino,2,3.03,1,0,1,2
17/06/2021,18:00,Alessandria - Padova,2,2.75,0,0,0,0
17/06/2021,20:00,Atl. Rafaela - Instituto,2,3,0,1,0,1
18/06/2021,00:00,Londrina - Botafogo RJ,3,3.03,0,1,2,2
18/06/2021,18:00,Mlila - Constantine,3,2.84,1,0,2,3
18/06/2021,21:00,Finn Harps - Derry City,2,3.05,1,2,1,2
19/06/2021,02:30,Brasil de Pelotas - Goias,2,2.79,1,1,2,1
19/06/2021,09:30,Gwangju FC - Seoul,2,3.3,0,1,1,1
19/06/2021,13:00,Brage - Orgryte,1,3.41,0,3,1,3
19/06/2021,18:00,Portugal - Germany,2,3.4,1,2,2,4
19/06/2021,20:00,Desamparados - Independiente Chivilcoy,2,2.9,0,0,1,0
20/06/2021,00:00,Operario - Cruzeiro,3,2.89,1,1,2,1
20/06/2021,09:00,Asan - Jeonnam,2,2.96,0,1,0,1
20/06/2021,18:00,Italy - Wales,3,4.07,1,0,1,0
20/06/2021,20:30,Union Sunchales - Central Norte,2,2.82,0,1,0,1
20/06/2021,23:00,Figueirense - Mirassol,2,3.09,0,1,1,1
21/06/2021,12:00,Blaublitz - Albirex Niigata,1,3.03,0,1,0,2
21/06/2021,23:00,Cortulua - Quindio,2,2.93,0,1,0,1
22/06/2021,01:00,Santa Cruz - Jacuipense,2,3.09,0,0,2,2
22/06/2021,20:30,"Villa San Carlos - Talleres (R.E) 
",3,3.05,0,1,0,2
22/06/2021,22:15,Cerro Largo - Sud America,2,3.77,1,1,2,1
23/06/2021,02:30,Coritiba - Vitoria,1,2.86,1,0,1,0
23/06/2021,12:00,Asan - Ansan Greeners,2,2.73,0,0,0,2
23/06/2021,18:00,Sweden - Poland,1,3.43,1,0,3,2
23/06/2021,20:30,Claypole - San Martin Burzaco,2,2.85,1,0,2,1
24/06/2021,00:00,Atletico GO - Fluminense,3,2.91,0,0,1,0
24/06/2021,18:00,Maldonado - Progreso,2,3.15,0,1,1,1
24/06/2021,21:00,America MG - Juventude,1,3.25,0,1,1,1
25/06/2021,02:30,Cruzeiro - Vasco,3,2.98,2,1,2,1
25/06/2021,17:00,El Gouna - Ceramica Cleopatra,3,2.91,1,2,3,2
25/06/2021,21:30,Avai - CRB,1,3.5,1,0,1,0
26/06/2021,00:00,Brasil de Pelotas - Ponte Preta,2,2.85,0,0,1,1
26/06/2021,09:00,Seongnam - Gangwon,3,2.97,0,0,1,2
26/06/2021,16:00,Parana - EC Sao Jose,2,2.83,3,0,3,1
26/06/2021,18:00,Wales - Denmark,1,3.16,0,1,0,4
26/06/2021,20:00,Jacuipense - Ferroviario,2,2.88,1,0,1,0
26/06/2021,21:30,Sampaio Correa - Botafogo RJ,3,3.01,1,0,2,0
26/06/2021,23:30,Vitoria - Londrina,2,3.14,1,0,1,2
27/06/2021,16:00,Guillermo Brown - Barracas Central,2,2.81,0,0,0,1
27/06/2021,19:00,Villa Dalmine - Tristan Suarez,3,2.9,1,0,1,1
27/06/2021,21:00,Belgium - Portugal,1,3.34,1,0,1,0
27/06/2021,01:30,CSA - Cruzeiro,3,2.9,2,1,2,1
28/06/2021,12:30,Anyang - Jeonnam,2,3.11,0,0,0,0
28/06/2021,20:00,Brown Adrogue - Instituto,2,2.8,0,0,2,0
29/06/2021,01:00,Atletico GO - Bragantino,2,3.28,0,0,0,1
29/06/2021,18:00,England - Germany,2,3.39,0,0,2,0
29/06/2021,21:00,San Martin S.J. - Gimnasia Jujuy,2,2.87,0,0,2,2
30/06/2021,02:30,Remo - Sampaio Correa,3,2.84,0,0,0,2
30/06/2021,18:00,Hassania Agadir - FUS Rabat,1,2.99,0,0,0,0
30/06/2021,21:30,Ponte Preta - CSA,2,2.96,1,0,2,1
01/07/2021,00:00,Londrina - Avai,3,2.92,0,2,1,3
01/07/2021,02:30,Corinthians - Sao Paulo,3,3.39,0,0,0,0
01/07/2021,17:20,Aluminium Arak - Esteghlal F.C.,2,2.84,0,0,0,0
01/07/2021,20:15,IR Tanger - Chabab Mohammedia,2,2.71,0,0,0,1
02/07/2021,01:00,Cuiaba - Flamengo RJ,1,3.92,0,1,0,2
02/07/2021,17:00,Ceramica Cleopatra - Aswan SC,1,3.52,0,0,1,1
02/07/2021,20:10,Villa San Carlos - Dep. Merlo,3,3.12,0,0,0,0
